Date,AAL,AZN,BATS.L,BHP,BP,CRH,DGE,EXPN.L,GSK,HSBA.L,LSE,NG,PRU,RB.L,RDS-B,RDSA.AS,REL.L,RIO,ULVR.L,VOD
2018-06-18,41.54130172729492,33.57096862792969,3063.651611328125,41.310340881347656,38.41006851196289,34.99951934814453,907.1400146484375,1799.1317138671875,36.97528076171875,639.6787109375,,4.619999885559082,87.7243881225586,5720.14990234375,62.66578674316406,25.472993850708008,1531.195068359375,46.107017517089844,3733.733642578125,21.94906234741211
2018-06-19,40.63100051879883,33.422183990478516,3110.849365234375,40.18836975097656,38.24067306518555,34.398345947265625,909.8900146484375,1784.2867431640625,36.76921463012695,638.88427734375,,4.659999847412109,87.41092681884766,5784.7900390625,62.47235107421875,25.407588958740234,1512.7867431640625,44.40204620361328,3748.9736328125,21.96698760986328
2018-06-20,41.13998031616211,33.598873138427734,3185.017578125,40.29804229736328,37.91035842895508,34.492279052734375,915.0,1788.5965576171875,36.760250091552734,641.6205444335938,,4.639999866485596,86.73026275634766,5818.51513671875,62.11184310913086,25.272417068481445,1517.5067138671875,44.4990119934082,3765.13720703125,22.038686752319336
2018-06-21,40.61142349243164,32.68752670288086,3235.5869140625,40.39083480834961,37.40217590332031,33.82535171508789,902.1099853515625,1770.8153076171875,36.563140869140625,625.0260620117188,,4.599999904632568,86.35411834716797,5768.8642578125,61.56670379638672,25.128528594970703,1517.5067138671875,44.2161979675293,3767.907470703125,21.931137084960938
2018-06-22,40.47438430786133,32.60382843017578,3296.27001953125,41.27659225463867,38.77425765991211,34.20109176635742,903.3599853515625,1799.431640625,36.63481521606445,636.3245239257812,,4.579999923706055,86.42576599121094,5917.81640625,64.26605987548828,25.961349487304688,1541.5792236328125,44.814144134521484,3817.783203125,22.289636611938477
2018-06-25,38.83974838256836,32.5201416015625,3205.245361328125,40.18836975097656,37.46993637084961,33.365081787109375,893.6500244140625,1773.725341796875,35.7657585144043,619.9066162109375,,4.309999942779541,85.96004486083984,5693.91943359375,62.13822937011719,25.15904998779297,1511.8426513671875,43.73136901855469,3799.772705078125,21.99387550354004
2018-06-26,38.26224136352539,32.43644332885742,3165.632568359375,41.19224166870117,38.02045822143555,33.8629264831543,888.5999755859375,1773.725341796875,35.88222885131836,624.9379272460938,,4.389999866485596,85.3599853515625,5790.41064453125,63.07026290893555,25.451189041137695,1489.658203125,44.531333923339844,3815.474365234375,21.787738800048828
2018-06-27,37.4498176574707,32.12955856323242,3187.546142578125,41.59716033935547,38.48629379272461,33.53416061401367,879.2000122070312,1798.4615478515625,35.47010040283203,627.056396484375,,4.309999942779541,83.48817443847656,5834.4404296875,63.747291564941406,26.087799072265625,1505.2344970703125,44.39396286010742,3847.3388671875,21.545753479003906
2018-06-28,37.39108657836914,32.45504379272461,3310.32763671875,42.19610595703125,38.681095123291016,33.19600296020508,890.1699829101562,1807.6768798828125,35.45218276977539,626.5267944335938,,4.320000171661377,83.81954956054688,5796.03173828125,63.84401321411133,26.113956451416016,1518.4508056640625,44.86262893676758,3846.876708984375,21.72500228881836
2018-06-29,37.15617370605469,32.650333404541016,3270.197509765625,42.18766784667969,38.67262649536133,33.20539474487305,888.75,1818.347412109375,36.115177154541016,627.3211669921875,,4.449999809265137,83.74790954589844,5844.74560546875,63.879188537597656,25.961349487304688,1531.6668701171875,44.8303108215332,3871.814453125,21.787738800048828
2018-07-02,37.54770278930664,32.38064193725586,3261.6591796875,40.972904205322266,38.28302764892578,33.01753234863281,892.5,1809.1319580078125,35.9449462890625,616.8172607421875,,4.46999979019165,84.4822998046875,5922.5,62.85044860839844,25.638683319091797,1520.8106689453125,43.602081298828125,3843.182861328125,21.72500228881836
2018-07-03,36.95061492919922,32.32484817504883,3338.504150390625,41.091007232666016,38.87590408325195,33.17721176147461,895.3599853515625,1824.167724609375,36.41979217529297,621.583740234375,,4.619999885559082,84.17779541015625,5956.22607421875,63.33403396606445,25.769493103027344,1538.275146484375,43.4727897644043,3902.294677734375,22.011798858642578
2018-07-04,,,3356.8623046875,,,,,1812.042236328125,,616.9937744140625,,,,5963.7197265625,,25.712810516357422,1526.9468994140625,,3897.214111328125,
2018-07-05,37.1855354309082,32.48293685913086,3329.966064453125,41.074134826660156,38.96059799194336,33.65627670288086,904.530029296875,1833.3831787109375,36.49147415161133,622.2015991210938,,4.570000171661377,84.49124908447266,5959.97265625,63.501094818115234,25.82617950439453,1543.46728515625,43.69904708862305,3883.822021484375,22.38822364807129
2018-07-06,37.283416748046875,32.715423583984375,3332.954345703125,41.82493209838867,38.90978240966797,33.665672302246094,916.3300170898438,1841.62841796875,36.75129318237305,619.9066162109375,,4.559999942779541,84.94801330566406,6002.12939453125,63.95832061767578,25.813098907470703,1562.819580078125,44.15963363647461,3887.51708984375,22.692947387695312
2018-07-09,38.47758483886719,32.8828125,3380.769287109375,42.8794059753418,39.468780517578125,33.881710052490234,924.4600219726562,1849.873779296875,36.73337173461914,628.9982299804688,,4.429999828338623,87.47360229492188,5971.2138671875,65.37395477294922,26.196805953979492,1562.3475341796875,45.22624969482422,3885.20751953125,22.585397720336914
